"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"745277",1.09475316737179e-05,1.87516742566301e-05,2.06210212787969e-05,1.40429999187783e-05,2.31283000135385e-05,2.0430288524529e-05,1.80035392323467e-05,2.74066030144568e-05,1.07655698129977e-05,1.51326273906609e-05,6.36176325811343e-06,"v_1997",262,2.80733275315123e-05,171133.759660821
"35757",1.68774446636485e-05,2.05375479953567e-05,2.41161096311354e-05,8.6029188691615e-06,2.5666771966244e-05,2.0874425231584e-05,1.75644285193626e-05,2.29137172743819e-05,1.33493065681172e-05,1.47963467819795e-05,6.36176325811343e-06,"v_3517",308,2.80701754385965e-05,195194.628733567
"669357",1.39124881686832e-05,1.74122689525851e-05,1.39803534093538e-05,1.61937296360687e-05,1.80513561081276e-05,1.46565113328143e-05,1.44906535284741e-05,2.47108715704118e-05,1.37799293606371e-05,1.1433540695166e-05,7.95220407264179e-06,"v_4618",108,2.80701754385965e-05,53242.6079160536
"2479367",1.36844145921474e-05,1.11617108670417e-05,1.29318269036523e-05,1.05006215608883e-05,1.60769890338012e-05,1.37682379187043e-05,1.00995463986335e-05,2.0217985830337e-05,9.04307864291811e-06,1.07609794778033e-05,7.15698366537761e-06,"v_1899",189,2.80685996575631e-05,133772.111533632
"2562661",8.21064875528846e-06,9.37583712831503e-06,1.43298622445877e-05,5.44008104961683e-06,1.24103073243377e-05,8.43859743404459e-06,7.02577140774503e-06,1.30293686462171e-05,6.02871909527874e-06,8.07073460835247e-06,3.18088162905672e-06,"v_5664",220,2.80670240534396e-05,147102.001758466
"2619674",7.29835444914529e-06,8.48290025895169e-06,1.11842827274831e-05,7.71732427968899e-06,1.24103073243377e-05,1.46565113328143e-05,7.90399283371316e-06,1.21307914982022e-05,7.32058747283847e-06,8.07073460835247e-06,3.18088162905672e-06,"v_4631",163,2.80599360233459e-05,88100.2563182661
"2644672",1.32282674390758e-05,1.16081793017234e-05,1.57278975855231e-05,7.84383779247078e-06,1.29744122027167e-05,1.11034176763745e-05,9.22132497266536e-06,1.70729658122845e-05,6.02871909527874e-06,8.74329582571518e-06,4.77132244358508e-06,"v_5342",186,2.80489173117918e-05,100191.972520617
"67824",1.02633109441106e-05,1.74122689525851e-05,2.06210212787969e-05,9.36199994585222e-06,2.11539329392121e-05,1.55447847469242e-05,1.27342106765379e-05,2.0217985830337e-05,1.03349470204778e-05,1.04246988691219e-05,4.77132244358508e-06,"v_1819",222,2.80473439165311e-05,92341.5586017613
"133549",1.14036788267895e-05,9.8223055629967e-06,1.22328092331846e-05,5.44008104961683e-06,1.18462024459588e-05,8.88273414109957e-06,1.05386571116176e-05,1.34786572202246e-05,6.88996468031856e-06,8.74329582571518e-06,3.9761020363209e-06,"v_3422",160,2.80465572850933e-05,103367.741043579
"1563",9.35101663796741e-06,9.37583712831503e-06,8.3882120456123e-06,8.09686481803435e-06,1.55128841554222e-05,8.43859743404459e-06,1.05386571116176e-05,2.20151401263669e-05,5.16747351023892e-06,7.06189278230841e-06,3.9761020363209e-06,"v_4405",149,2.8044984154584e-05,53615.9739687473
"2067958",9.35101663796741e-06,8.92936869363336e-06,1.817445943216e-05,1.31574053293058e-05,1.35385170810957e-05,1.68771948680892e-05,8.34310354669723e-06,1.34786572202246e-05,7.32058747283847e-06,9.07957643439653e-06,4.77132244358508e-06,"v_1835",97,2.80434112005384e-05,51628.4223196519
"2774055",1.48247824748264e-05,1.91981426913117e-05,1.99220036083292e-05,1.63202431488505e-05,2.00257231824541e-05,1.9542015110419e-05,1.84426499453307e-05,2.20151401263669e-05,1.72249117007964e-05,1.37875049559355e-05,1.43139673307552e-05,"v_1893",190,2.80434112005384e-05,149354.009534468
"717231",7.98257517875266e-06,9.8223055629967e-06,1.71259329264584e-05,3.92191889623539e-06,9.87183537163229e-06,1.24358277975394e-05,9.22132497266536e-06,1.48265229422471e-05,6.45934188779865e-06,6.72561217362706e-06,6.36176325811343e-06,"v_5246",209,2.8041838422927e-05,91346.8503535215
"1565",1.25440467094685e-05,1.91981426913117e-05,1.60774064207569e-05,9.99456750976115e-06,1.35385170810957e-05,2.1318561938639e-05,1.27342106765379e-05,2.74066030144568e-05,6.88996468031856e-06,1.24423825212101e-05,4.77132244358508e-06,"v_4401",248,2.804026582172e-05,83606.9511041336
"160453",5.01761868378739e-06,5.80408965086168e-06,6.64066786944307e-06,5.81962158796219e-06,7.33336341892685e-06,5.32964048465974e-06,3.95199641685658e-06,8.98577148014976e-06,1.72249117007964e-06,4.70792852153894e-06,3.9761020363209e-06,"v_4277",92,2.80355490762287e-05,124776.68801927
"161154",1.39124881686832e-05,2.05375479953567e-05,1.57278975855231e-05,4.93402699848968e-06,1.74872512297486e-05,1.82096049892541e-05,1.44906535284741e-05,2.78558915884642e-05,7.75121026535838e-06,1.21061019125287e-05,4.77132244358508e-06,"v_4494",252,2.80339771803426e-05,86626.31060446
"138851",9.80716379103899e-06,1.16081793017234e-05,1.15337915627169e-05,6.19916212630755e-06,1.41026219594747e-05,1.19916910904844e-05,5.26932855580878e-06,1.79715429602995e-05,6.45934188779865e-06,1.1433540695166e-05,5.56654285084926e-06,"v_5097",155,2.8030833917309e-05,80366.4250133369
"358766",1.16317524033253e-05,1.38405214751317e-05,1.99220036083292e-05,6.45218915187112e-06,2.2846247574349e-05,2.57599290091887e-05,1.80035392323467e-05,2.15658515523594e-05,6.45934188779865e-06,1.1433540695166e-05,2.38566122179254e-06,"v_5335",238,2.80198380453361e-05,97038.4894945902
"408139",1.55090032044338e-05,1.87516742566301e-05,1.04852650570154e-05,8.85594589472507e-06,1.88975134256961e-05,1.64330581610342e-05,1.05386571116176e-05,1.88701201083145e-05,6.45934188779865e-06,1.21061019125287e-05,2.38566122179254e-06,"v_5135",188,2.80159130386059e-05,97272.7606147419
"61648",1.23159731329327e-05,1.78587373872667e-05,1.57278975855231e-05,1.1259702637579e-05,2.14359853784016e-05,1.33241012116494e-05,1.49297642414582e-05,1.88701201083145e-05,1.20574381905575e-05,1.27786631298914e-05,7.15698366537761e-06,"v_1892",233,2.80151281692114e-05,75078.5069799484
"146786",7.75450160221688e-06,9.37583712831503e-06,8.03870321037846e-06,5.94613510074398e-06,1.26923597635272e-05,1.28799645045944e-05,1.00995463986335e-05,1.34786572202246e-05,5.59809630275883e-06,6.38933156494571e-06,3.18088162905672e-06,"v_4587",199,2.80151281692114e-05,105783.936137318
"2731756",1.07194580971822e-05,8.03643182427002e-06,1.15337915627169e-05,1.29043783037422e-05,1.41026219594747e-05,1.11034176763745e-05,6.58666069476097e-06,1.21307914982022e-05,8.18183305787829e-06,7.73445399967112e-06,7.15698366537761e-06,"v_2564",64,2.80057131654858e-05,74990.8284661407
"938406",1.00352373675748e-05,1.42869899098134e-05,1.32813357388861e-05,8.22337833081614e-06,1.69231463513696e-05,1.68771948680892e-05,1.40515428154901e-05,1.88701201083145e-05,1.03349470204778e-05,9.75213765175924e-06,6.36176325811343e-06,"v_4637",185,2.8000224001792e-05,115990.357896636
"54308",1.27721202860043e-05,1.29475846057684e-05,1.32813357388861e-05,7.33778374134363e-06,1.41026219594747e-05,1.11034176763745e-05,1.75644285193626e-05,2.15658515523594e-05,8.18183305787829e-06,9.41585704307788e-06,3.18088162905672e-06,"v_4656",173,2.79986560645089e-05,133780.240516052
"637389",8.21064875528846e-06,9.37583712831503e-06,7.68919437514461e-06,6.19916212630755e-06,9.02567805406381e-06,1.19916910904844e-05,6.14754998177691e-06,1.34786572202246e-05,6.45934188779865e-06,8.07073460835247e-06,3.9761020363209e-06,"v_2988",135,2.79931696666013e-05,119543.143977019
"43662",7.75450160221688e-06,9.37583712831503e-06,6.64066786944307e-06,6.95824320299827e-06,1.10000451283903e-05,1.11034176763745e-05,6.14754998177691e-06,9.88434862816473e-06,3.01435954763937e-06,5.716770347583e-06,3.18088162905672e-06,"v_2436",107,2.79908190113643e-05,56163.466222206
"1219",1.87020332759348e-05,1.74122689525851e-05,1.71259329264584e-05,1.66997836871958e-05,1.80513561081276e-05,1.9542015110419e-05,1.09777678246016e-05,2.0217985830337e-05,6.88996468031856e-06,1.10972600864846e-05,7.95220407264179e-06,"v_4594",121,2.79892521271832e-05,45558.3155385805
"1833852",7.98257517875266e-06,8.92936869363336e-06,9.43673855131384e-06,7.97035130525256e-06,9.02567805406381e-06,1.06592809693195e-05,7.90399283371316e-06,1.43772343682396e-05,7.75121026535838e-06,9.07957643439653e-06,6.36176325811343e-06,"v_4402",134,2.79869021298033e-05,53665.1687071863
"69713",1.02633109441106e-05,1.29475846057684e-05,1.64269152559908e-05,9.488513458634e-06,1.83334085473171e-05,1.77654682821991e-05,1.05386571116176e-05,2.33630058483894e-05,9.04307864291811e-06,1.37875049559355e-05,2.38566122179254e-06,"v_5095",220,2.79782888478541e-05,65466.5718949816
"2580412",4.56147153071581e-06,1.339405304045e-05,5.94165019897538e-06,5.6931080751804e-06,1.29744122027167e-05,9.32687084815455e-06,5.70843926879284e-06,9.43506005415724e-06,4.73685071771901e-06,8.40701521703382e-06,3.18088162905672e-06,"v_2694",132,2.79775060851076e-05,124056.822570463
"762210",1.23159731329327e-05,5.35762121618002e-06,9.08722971607999e-06,3.54237835789003e-06,1.29744122027167e-05,7.99446072698961e-06,7.90399283371316e-06,1.25800800722097e-05,3.01435954763937e-06,7.39817339098976e-06,3.18088162905672e-06,"v_3775",130,2.79767233661594e-05,74110.0311460048
"203",5.70183941339476e-06,7.58996338958836e-06,1.18833003979508e-05,6.95824320299827e-06,9.02567805406381e-06,1.37682379187043e-05,6.58666069476097e-06,1.39279457942321e-05,7.75121026535838e-06,5.04420913022029e-06,3.9761020363209e-06,"v_2907",98,2.7968116347364e-05,82207.8493936653
"158189",1.20878995563969e-05,1.11617108670417e-05,1.46793710798215e-05,6.57870266465291e-06,1.49487792770432e-05,1.37682379187043e-05,7.4648821207291e-06,1.52758115162546e-05,8.18183305787829e-06,7.06189278230841e-06,4.77132244358508e-06,"v_5113",198,2.79657698976453e-05,91827.2003092346
"155978",1.43686353217548e-05,1.607286364854e-05,2.06210212787969e-05,1.23983242526151e-05,1.97436707432646e-05,2.1318561938639e-05,1.40515428154901e-05,2.24644287003744e-05,8.18183305787829e-06,1.41237855646168e-05,1.11330857016985e-05,"v_4597",249,2.79649878352303e-05,137888.712281891
"241421",1.20878995563969e-05,1.51799267791767e-05,1.22328092331846e-05,7.97035130525256e-06,1.38205695202852e-05,1.28799645045944e-05,1.22950999635538e-05,1.88701201083145e-05,6.88996468031856e-06,1.27786631298914e-05,3.9761020363209e-06,"v_4611",187,2.79610781791746e-05,67089.0101026617
"2161821",1.25440467094685e-05,1.29475846057684e-05,1.18833003979508e-05,8.6029188691615e-06,1.55128841554222e-05,1.37682379187043e-05,8.34310354669723e-06,1.52758115162546e-05,4.3062279251991e-06,1.34512243472541e-05,6.36176325811343e-06,"v_4537",133,2.79587329102245e-05,56177.7870026548
"200991",1.39124881686832e-05,1.83052058219484e-05,2.34170919606677e-05,1.13862161503608e-05,1.80513561081276e-05,1.68771948680892e-05,1.3612432102506e-05,1.70729658122845e-05,6.88996468031856e-06,9.41585704307788e-06,1.03378652944343e-05,"v_4016",162,2.7957951241333e-05,37795.6912317806
"564",1.27721202860043e-05,1.071524243236e-05,1.15337915627169e-05,9.74154048419758e-06,1.72051987905591e-05,1.02151442622645e-05,7.02577140774503e-06,1.03336372021722e-05,4.3062279251991e-06,3.69908669549488e-06,8.74742447990597e-06,"v_1868",63,2.79571696161481e-05,45031.3959555775
"204",1.30001938625401e-05,2.14304848647201e-05,1.99220036083292e-05,1.32839188420876e-05,2.08718805000226e-05,2.30951087668589e-05,1.22950999635538e-05,2.51601601444193e-05,1.33493065681172e-05,1.98405559121998e-05,8.74742447990597e-06,"v_2903",161,2.7955606496883e-05,111701.364375314
"2624044",1.18598259798611e-05,2.00910795606751e-05,2.06210212787969e-05,7.46429725412542e-06,2.08718805000226e-05,1.64330581610342e-05,1.00995463986335e-05,1.9319408682322e-05,6.88996468031856e-06,1.07609794778033e-05,7.95220407264179e-06,"v_2981",213,2.79516994633274e-05,72586.0669248787
"487316",4.10532437764423e-06,5.80408965086168e-06,6.29115903420923e-06,7.46429725412542e-06,7.33336341892685e-06,5.77377719171472e-06,6.14754998177691e-06,8.53648290614227e-06,1.72249117007964e-06,4.03536730417623e-06,2.38566122179254e-06,"v_1573",90,2.79462314506889e-05,120294.676053581
"75612",1.36844145921474e-05,1.38405214751317e-05,1.22328092331846e-05,9.36199994585222e-06,1.69231463513696e-05,1.42123746257593e-05,9.22132497266536e-06,1.57251000902621e-05,8.18183305787829e-06,1.41237855646168e-05,7.95220407264179e-06,"v_1444",146,2.79454504806617e-05,49248.8856474184
"2715679",1.39124881686832e-05,1.607286364854e-05,1.85239682673938e-05,5.44008104961683e-06,1.63590414729907e-05,2.66482024232987e-05,1.05386571116176e-05,2.11165629783519e-05,1.37799293606371e-05,9.75213765175924e-06,3.9761020363209e-06,"v_5088",203,2.79368626903199e-05,49938.5534254588
"1940790",1.00352373675748e-05,1.4733458344495e-05,1.32813357388861e-05,6.45218915187112e-06,1.21282548851482e-05,1.19916910904844e-05,1.18559892505697e-05,1.7522254386292e-05,1.07655698129977e-05,7.73445399967112e-06,5.56654285084926e-06,"v_4875",205,2.79360822438261e-05,102374.892535657
"178606",7.52642802568108e-06,9.8223055629967e-06,9.08722971607999e-06,4.93402699848968e-06,9.30773049325331e-06,5.32964048465974e-06,5.70843926879284e-06,9.43506005415724e-06,4.73685071771901e-06,5.38048973890165e-06,3.9761020363209e-06,"v_5086",145,2.79329608938547e-05,140565.034272774
"47715",8.21064875528846e-06,1.02687739976784e-05,6.99017670467692e-06,8.6029188691615e-06,1.18462024459588e-05,1.51006480398693e-05,1.18559892505697e-05,1.52758115162546e-05,4.3062279251991e-06,5.716770347583e-06,3.9761020363209e-06,"v_4137",91,2.79306203390777e-05,39411.3311415529
"1597",4.33339795418002e-06,6.69702652022502e-06,7.68919437514461e-06,4.30145943458075e-06,7.33336341892685e-06,5.77377719171472e-06,3.95199641685658e-06,7.18861718411981e-06,3.87560513267919e-06,5.716770347583e-06,2.38566122179254e-06,"v_4139",148,2.79306203390777e-05,373200.593204849
"28196",1.87020332759348e-05,1.29475846057684e-05,1.43298622445877e-05,1.7205837738323e-05,1.91795658648856e-05,1.55447847469242e-05,1.05386571116176e-05,2.42615829964043e-05,1.07655698129977e-05,1.10972600864846e-05,3.18088162905672e-06,"v_2936",71,2.79251605696733e-05,30476.341339739
"356322",5.24569226032318e-06,7.58996338958836e-06,8.3882120456123e-06,6.57870266465291e-06,1.12820975675798e-05,6.2179138987697e-06,8.34310354669723e-06,9.88434862816473e-06,4.73685071771901e-06,5.04420913022029e-06,5.56654285084926e-06,"v_4462",71,2.79251605696733e-05,129240.976590324
"743299",1.02633109441106e-05,1.4733458344495e-05,1.46793710798215e-05,1.35369458676512e-05,1.83334085473171e-05,1.33241012116494e-05,1.00995463986335e-05,2.06672744043444e-05,9.90432422795793e-06,9.75213765175924e-06,1.19283061089627e-05,"v_2990",60,2.79243807768563e-05,62245.7323587614
"2639160",7.75450160221688e-06,1.071524243236e-05,8.3882120456123e-06,5.06054051127147e-06,1.15641500067693e-05,1.02151442622645e-05,7.4648821207291e-06,1.7522254386292e-05,6.88996468031856e-06,1.1433540695166e-05,3.18088162905672e-06,"v_4546",168,2.7920482465937e-05,89747.4070501658
"1137606",5.47376583685897e-06,4.01821591213501e-06,6.99017670467692e-06,3.54237835789003e-06,7.05131097973735e-06,6.66205060582468e-06,2.63466427790439e-06,1.07829257761797e-05,3.44498234015928e-06,3.69908669549488e-06,1.59044081452836e-06,"v_5144",144,2.7920482465937e-05,273283.780279593
"111769",1.11756052502537e-05,1.65193320832217e-05,1.99220036083292e-05,1.44225404571237e-05,1.52308317162327e-05,1.90978784033641e-05,1.3612432102506e-05,1.70729658122845e-05,9.04307864291811e-06,1.1433540695166e-05,1.3518746923491e-05,"v_2713",93,2.79173646007817e-05,45166.394936203
"1637837",9.80716379103899e-06,1.78587373872667e-05,1.74754417616923e-05,6.95824320299827e-06,2.00257231824541e-05,1.68771948680892e-05,1.18559892505697e-05,2.11165629783519e-05,9.90432422795793e-06,1.41237855646168e-05,8.74742447990597e-06,"v_938",213,2.79119100120021e-05,67360.6769704919
"69220",5.01761868378739e-06,8.03643182427002e-06,9.43673855131384e-06,6.19916212630755e-06,8.17952073649533e-06,6.66205060582468e-06,5.26932855580878e-06,8.08719433213478e-06,4.73685071771901e-06,4.03536730417623e-06,1.59044081452836e-06,"v_1891",132,2.79103519495381e-05,103719.155612479
"383750",7.98257517875266e-06,8.03643182427002e-06,6.99017670467692e-06,6.32567563908934e-06,1.04359402500113e-05,7.55032401993463e-06,6.14754998177691e-06,1.25800800722097e-05,5.59809630275883e-06,4.70792852153894e-06,7.95220407264179e-07,"v_2284",152,2.79033428204699e-05,65710.2853422967
"714",9.35101663796741e-06,1.29475846057684e-05,1.363084457412e-05,7.33778374134363e-06,1.86154609865066e-05,1.46565113328143e-05,1.27342106765379e-05,1.34786572202246e-05,1.29186837755973e-05,8.74329582571518e-06,6.36176325811343e-06,"v_2762",155,2.78994503808275e-05,53469.1165099481
"658629",1.07194580971822e-05,1.071524243236e-05,1.39803534093538e-05,6.83172969021648e-06,1.35385170810957e-05,1.24358277975394e-05,8.34310354669723e-06,9.88434862816473e-06,7.32058747283847e-06,6.38933156494571e-06,4.77132244358508e-06,"v_1365",129,2.78963372109242e-05,60158.1148037799
"1175631",5.92991298993055e-06,5.80408965086168e-06,8.03870321037846e-06,8.09686481803435e-06,9.02567805406381e-06,1.06592809693195e-05,3.95199641685658e-06,1.12322143501872e-05,5.16747351023892e-06,4.70792852153894e-06,2.38566122179254e-06,"v_2116",87,2.78963372109242e-05,51921.1162799794
"1123384",5.47376583685897e-06,1.74122689525851e-05,1.39803534093538e-05,3.7954053834536e-06,1.10000451283903e-05,1.24358277975394e-05,8.78221425968129e-06,1.16815029241947e-05,6.88996468031856e-06,9.75213765175924e-06,2.38566122179254e-06,"v_5175",156,2.78963372109242e-05,59375.3041478158
"235634",1.23159731329327e-05,1.339405304045e-05,2.06210212787969e-05,1.74588647638866e-05,1.91795658648856e-05,1.55447847469242e-05,1.49297642414582e-05,1.8420831534307e-05,1.50717977381968e-05,1.31149437385728e-05,6.36176325811343e-06,"v_1227",63,2.78947808864961e-05,24994.0100930014
"2709396",1.23159731329327e-05,1.2054647736405e-05,6.29115903420923e-06,1.06271350736701e-05,1.32564646419062e-05,9.77100755520952e-06,7.90399283371316e-06,1.39279457942321e-05,7.75121026535838e-06,8.40701521703382e-06,5.56654285084926e-06,"v_1245",69,2.78947808864961e-05,28048.0701132112
"2733484",1.23159731329327e-05,2.27698901687651e-05,1.88734771026277e-05,1.02475945353247e-05,2.11539329392121e-05,2.17626986456939e-05,1.40515428154901e-05,1.52758115162546e-05,9.04307864291811e-06,1.7150311042749e-05,7.95220407264179e-06,"v_2232",158,2.78916687585418e-05,91029.8902666223
